id,text,class,filtered_sentence
1860,'ඒ සම්බන්ධයෙන් Times of India පළ කළ සටහනට විරෝධය පළ කරමින් දීපිකා පාදුකෝන් සිය Twitter ගිණුමෙහි අදහස් දක්වා තිබිණි.',Entertainment,සම්බන්ධ    පල කල සටහන විරෝධ පල කර දීපි පාදුකෝ සිය  ගින අදහස තිබිනි
1861,'ඉන්පසුව Times of India වෙබ් අඩවිය එම ඡායාරූපය ඉවත් කළේ ය.',Entertainment,ඉන්පස    වෙබ අඩව චායාරූප ඉ කලේ
1862,"'කෙසේ වෙතත්, මෙම සිද්ධියේදී Times of India වෙබ් අඩවියට එරෙහිව #IStandWithDeepikaPadukone යනුවෙන් Twitter වෙබ් අඩවිය තුළින් දැවැන්ත විරෝධයක් ආරම්භ කෙරිණි.'",Entertainment,කෙස වෙ සිද්ධි    වෙබ අඩවිය එරෙහි  යනු  වෙබ අඩව තුල දැවැන්ත විරෝධය අරම්බ කෙරිනි
1863,'ඒ සඳහා සහය පළ කරමින් #IStandWithDeepikaPadukone යටතේ පළ කර ඇති Tweets සංඛ්\u200dයාව මේ වන විට 25000 ඉක්මවා තිබේ.',Entertainment,සහය පල කර  යටත පල කර  සංක්යා  ඉක්ම තිබ
1864,'ඊට බොලිවුඩ් නිළියන් රැසක් ද එක්ව සිටිති.',Entertainment,ඉට බොලිවුඩ නිල රැස එක් සිටි
1865,'Kick චිත්\u200dරපටයේ රඟපෑමෙන් පසුව සල්මන් ඛාන් සහ ජැක්ලින් ෆර්නැන්ඩස් අතර මිත්\u200dරත්වයකට එහා ගිය සබඳතාවක් ගොඩ නැගී ඇති බවට බොලිවුඩය පුරා තොරතුරු ගලා යමින් පවතින බව ඉන්දීය මාධ්\u200dය පවසයි.',Entertainment,චිත්රපට රගපෑ පස සල්ම කා ජැක්ල ෆර්නැන්ඩස මිත්රත්වයක එහා ගිය සබදතාව ගොඩ නැග බොලිවුඩ පුර තොරතුර ගලා ය පවති ඉන්ද මාධ් පවස
1866,"'එම මාධ්\u200dය වාර්තාවල සඳහන් වන්නේ, සල්මන් ඛාන් මේ දිනවල නිරන්තරයෙන් ජැක්ලින් ෆර්නැන්ඩස් සමග කාලය ගත කරන බව ය.'",Entertainment,එම මාධ් වාර්තා සදහ ව සල්ම කා දින නිරන්තර ජැක්ල ෆර්නැන්ඩස කාල ගත කරන
1867,'ඔවුන් දෙදෙනා අතර සමීප සබඳතාවක් පවතින බව සල්මන්ගේ මිත්\u200dරයෙකු ද පවසා ඇතැයි මාධ්\u200dය වාර්තාවල පළ වී ඇත.',Entertainment,ඔව දෙදෙ සමීප සබදතාව පවති සල්ම මිත්ර පවස ඇතැ මාධ් වාර්තා පල වී ඇත
1868,"'මීට පෙර ජැක්ලින් ෆර්නැන්ඩස් ප්\u200dරකාශ කළේ, Kick චිත්\u200dරපටයේ පිටපත කියවීමකින් තොරව ම තමන් ඊට එකඟත්වය පළ කළේ, සල්මන් ඛාන් එහි ප්\u200dරධාන චරිතය රඟපාන හෙයින් බව ය.'",Entertainment,මීට පෙර ජැක්ල ෆර්නැන්ඩස ප්රකාෂ කලේ  චිත්රපට පිටපත කියව තොර තම ඉට එකගත්ව පල කලේ සල්ම කා එහි ප්රධා චරිත රගපා
1869,"'පසුව සල්මන් ඛාන් ඇයට හින්දි භාෂාව ද ඉගැන්වූ අතර පළමු වරට ජැක්ලින් සිය චරිතය සඳහා හින්දි බසින් හඬ මුසු කළේ, Kick චිත්\u200dරපටය වෙනුවෙනි.'",Entertainment,පස සල්ම කා ඇයට හින්දි බාෂා ඉගැන්ව පල වරට ජැක්ල සිය චරිත හින්දි බස හඬ මුස කලේ  චිත්රපට වෙනුවෙ
1870,'බොලිවුඩ් සුපිරි නළු ෂාරුක් ඛාන් සිය ආකර්ෂණීය දේහය නිරූපණය කරන ඡායාරූප කිහිපයක් සිය නිල Twitter ගිණුමෙහි පළ කර තිබේ.',Entertainment,බොලිවුඩ සුපිරි නලු ෂාරු කා සිය අකර්ෂන දේහ නිරූපන කරන චායාරූප කිහිපය සිය නිල  ගින පල කර තිබ
1871,"'අදාළ ඡායාරූප පළ කරමින් ෂාරුක් ඛාන් සඳහන් කර ඇත්තේ, සිය ශරීරය පිළිබඳව කතා කිරීමට තමන් කැමැත්තක් නොදක්වන නමුත් ‘Happy New Year’ චිත්\u200dරපටය වෙනුවෙන් එය කළ බව ය.'",Entertainment,අදාල චායාරූප පල කර ෂාරු කා සදහ කර ඇත්ත සිය ෂරීර කතා කිරීම තම කැමැත්ත නොදක්ව      චිත්රපට එය කල
1872,'‘Happy New Year’ චිත්\u200dරපටයේ අධ්\u200dයක්ෂවරිය වන ෆාරා ඛාන් වෙනුවෙන් එම චිත්\u200dරපටයේ තමන් සිය ශරීරය නිරාවරණය කළ බව ඔහු දක්වා තිබේ.',Entertainment,චිත්රපට අධ්යක්ෂවර ෆාර කා චිත්රපට තම සිය ෂරීර නිරාවරන කල ඔහු තිබ
1873,'මීට පෙර ෆාරා ඛාන්ගේ ‘Om Shanti Om’ චිත්\u200dරපටයේ ද ෂාරුක් ඛාන් මෙවැනි දර්ශනයක් වෙනුවෙන් පෙනී සිටියේ ය.',Entertainment,මීට පෙර ෆාර කා      චිත්රපට ෂාරු කා මෙ දර්ෂනය පෙන සිටි
1874,'පසුගිය දා මහත් ආන්දෝලනයක් ඇති කරමින් සයිබර් සොරුන් විසින් සමාජ ජාල වෙබ් අඩවිවල පළ කරන ලද ජෙනිෆර් ලෝරන්ස් (Jennifer Lawrence) සහ කේට් අප්ටන් (Kate Upton) යන හොලිවුඩ් නිළියන්ගේ නිරුවත් ඡායාරූප ප්\u200dරදර්ශනයක් පැවැත්වීමට චිත්\u200dර ශිල්පියෙක් සූදානම් වේ.',Entertainment,පසුග දා මහ අන්දෝලනය කර සයිබර සොර සමාජ ජාල වෙබ අඩවි පල කරන ලද ජෙනිෆර ලෝරන්ස   කේට අප්ට   හොලිවුඩ නිලි නිරු චායාරූප ප්රදර්ෂනය පැවැත්වීම චිත්ර ෂිල්පිය සූදාන වේ
1875,'XVALA නමැති එම චිත්\u200dර ශිල්පියා එම ප්\u200dරදර්ශනය අමෙරිකාවේ The Cory Allen Contemporary Art gallery හි පැවැත්වීමට නියමිත ය.',Entertainment,නමැ චිත්ර ෂිල්පි ප්රදර්ෂන අමෙරික       හි පැවැත්වීම නියමිත
