id,text,class,filtered_sentence
1304,ඊයේ දවසේ අප්ඩේට් කර තිබූ Galle Gladiators ෆේස්බුක් පිටුවේ කවර් පිංතූරයේ ලසිත් මාලිංගව දක්වා ඇත 👀,Sports,ඉය දවස අපඩට කර තබ   ෆසබ පට කවර පතර ලස මලග ඇත
1306,ගෙදර කට්ටිය මාර කරදරේ එයාලව ක්‍රිකට් මැච් එකක් බලන්න එක්ක යන්න කියලා ලංකාවේ ගොඩාක් තැන් වලින් කලින්ම ටිකට් අරන් තියාගෙන වැඩි මිලට විකුණන නිසා මේ පාර ෆැමිලි එකම නවසීලන්තයට එක්කන් යන්න හිතන් ඉන්නේ ශ්‍රී ලංකා නිව්සිලන්ඩ් සීරිස් එක බලන්න පොරTweets,Sports,ගදර කටට මර කරදර එයල කරකට මච එක බල එකක ය කය ලක ගඩ ත  කලන ටකට අර තයග මල වකන පර ෆම එකම නවසලනතය එකක ය හත ඉ ල නවසලනඩ සරස එක බල පර
1308,ගරු  සංවිධායකවරුනි  නායකයා හැර කණ්ඩායමේ සියළුම උන්ට දිනකට ත්‍රිපෝෂ ගුලිය බැගින් දිය යුතු යැයි මම යෝජනා කර සිටිනවා ,Sports,ගර සවධයකවර නයක කනඩය සයල උන දනක තරපෂ ගල බග දය යත ය මම යජ කර සට
1310,ගම්පහ දිස්‌ත්‍රික්‌ අන්තර් ප්‍රාදේශීය ලේකම් කොට්ඨාශ මලල ක්‍රීඩා උළෙල  ,Sports,ගමපහ දසතරක අනතර පරදෂ ලක කටටෂ මලල කරඩ උල
1312,යසිත් මාලිංග ඇවිත් හිටියා දොඩන්දුවේ මලු ලැල්ලට තාත්තා හම්බ වෙන්න  බස් එකෙන් බැහැලා ගිහින් පොටො එකක් ගහන් එන්න හිතුනා   ඇපල්…,Sports,යස මලග ඇව හට දඩනද මල ලලල තතත හමබ ව බස එ බහ ගහ පට එක ගහ එ හත ඇපල
1314,යාලුවනේ මගෙන් පොඩි ඉල්ලීමක් අපේ රටේ ක්‍රීඩා කරන සියලුම දරුවන්ට සහ සියලුම ගුරුවරුන් සදහා පාඩම් මාලාවක් කරනවා පුලුවන්නම් මේ වීඩියෝ එක බලලා Subscribe කරලා Like එකක් දාලා shre කරලා උදව්වක් දෙන්න,Sports,යලවන ම පඩ ඉලලම අප රට කරඩ කරන සයල දරවන සයල ගර සදහ පඩ මලව කර පලවනන වඩ එක බල  කර  එක ද  කර උදවව ද
1316,යාපනය දිස්ත්‍රික් වොලිබෝල් සංගමය විසින් සංවිධානය කරන ලද යාපනය දිස්ත්‍රික් වොලිබෝල් තරඟාවලිය පසු ගිය  පෙරවරුවේ යාපනයේ සරස්වතී ප්‍රජා මධ්‍යස්ථාන ක්‍රීඩාංගණයේදී ආරම්භ විය,Sports,යපන දසතර වලබල සගම සවධන කරන ලද යපන දසතර වලබල තරගවල පස ගය පරවර යපන සරසවත පරජ මධයසථ කරඩගන අරමබ වය
1318,තාමත් ලංකාවේ ක්‍රිකට් වැටෙන්න දෙන්නැතුව රැකගන්න හදන අපෙව් මිනිහෙක්❤️,Sports,තම ලක කරකට වට දනනත රකග හදන අප මනහක
1320,ලෝක විශ්ව විද්‍යාල වොලිබෝල් සෙමි ෆයිනල්,Sports,ලක වෂ වදය වලබල ස ෆයනල
1322,ලන්කාවෙ වොලිබෝල් ප්‍රදානම ආයතනයෙන් සිලෙක්ශන් වලදි බලු වැඩ කරාට මට වොලිබෝල් නිසා හරි ගියා ❤️🙏🙏🙏🙏🙏,Sports,ලනකව වලබල පරදන අයතන සලකෂ වලද බල වඩ කර මට වලබල හර ග
1324,ලන්කාවේ ක්‍රිකට් වැටිලා තියෙන මේ වෙලාවෙ LPL එක හරහා යම් උත්තේජනයක් ලැබිල තියෙනවාඒක උපරිමයෙන් ලබාගන්න හිටපු අපේ ක්‍රීඩකයන් බොක්කෙන් සපෝට් කරන්න ඕන වෙලාවක් මේක ,Sports,ලනක කරකට වට තය වලව  එක හරහ යම උතතජනය ලබ තයනවඑක උපරම ලබග හට අප කරඩක බක සපට කර ඔන වලව මක
1326,ලංකාවේ ඉන්නව මීට වඩා වයසක වැඩ්ඩො මිරිහනෙදි ග්‍රවුන්ඩ් එකේ හවසට බලන්ඩෝ,Sports,ලක ඉනන මට වයසක වඩඩ මරහනද ගරවනඩ එක හවස බලනඩ
1328,ඕකම තමා මැච්වලටත් අදින්නෙ… ඕන්නම් පොඩ්ඩක් වෙනස් වෙයි ස්පොන්සර්ස්ලගෙ නම් එකතු වුනාම,Sports,ඔකම තම මචවල අදනන ඔනන පඩඩ වනස ව සපනසරසල එකත වන
1330,ඕන් ඕන් ආයි තැන් තැන්වලින් ඇහෙන්න ගන්නවා මාලි සුපිරි වැඩ්ඩා බන් බඩ පොඩ්ඩක් තිබ්බට අවුලක් නෑ හොඳේ ඌ බැලන්ස් කරන් සෙල්ලම් කරනවා ගානට අපේ එකානෙ වගේ කතා🙂👍ආයි එන්නෑ කිව්වම ආයි බඩතඩියා නාකි ලොන්තයා ගගා බනිනවා හොඳ කියපු උන්ම😌💔,Sports,ඔන ඔන ත තන ඇහ ගන මල සපර වඩඩ බන බඩ පඩඩ තබබ අවල හද උ බලනස කර සලල කර ගන අප එකන වග කතඅ එනන කවව බඩතඩ න ලනත ගග බන හද කය උනම
1332,ඇයි ටෙස් ගහන උන්ට ට් ගැහුවම පව් සිද්ද වෙනවද 😁😁,Sports,ටස ගහන උන ට ගහව පව සද වනව
1334,ඇමරිකාවේ ක්‍රිම්සන් ඇන්ඩ් ගෝල්ඩ් ආරාධිත ගෘහස්ත මලල ක්‍රීඩා තරගාවලියට එක්වෙමින් උෂාන් තිවංක දැක්වූ දක්ෂතාව මීටර්  ක් වේ එය එම තරගාවලියේ වාර්තාව ද අලුත් කිරීමක් වේ,Sports,ඇමරක කරමස ඇනඩ ගලඩ අරධත ගහසත මලල කරඩ තරගවලය එකව උෂ තවක දකව දකෂත මටර ව එය තරගවල වරත අල කරම ව
1336,ආදරය විනොදය සතුට මිත්‍රත්වය හැමදාමත් වොලිබෝල් වල තිබුණ,Sports,අදර වනද සත මතරතව හමදම වලබල වල තබ
1338,අවසන් පූර්ව තරගයට කවුරුන් ඒවිද ගැලැක්සි කුසලාන වොලිබෝල් තරගාවලියේ දෙවෙනි දවස නිමාවන විට එක් එක් කණ්ඩායම් වල තත්වය සෑම කණ්ඩායමකටම තව එක් තරගයක් බැගින් ඉතිරි වී ඇත,Sports,අවස පර තරගය කවර එව ගලකස කසල වලබල තරගවල දව දවස නමව එක එක කනඩය වල තතව සම කනඩයමකට එක තරගය බග ඉතර ව ඇත
